"labels" "subject" "variable" "mean"
"6774" "WALKING" 13 "fBodyAcc-mean()-Y" 0.0955150666694737
"6775" "WALKING" 13 "fBodyAcc-mean()-Z" -0.246851507561404
"6776" "WALKING" 13 "fBodyAcc-std()-X" -0.353299848947368
"6777" "WALKING" 13 "fBodyAcc-std()-Y" 0.0921968931052632
"6778" "WALKING" 13 "fBodyAcc-std()-Z" -0.89351670877193
"6779" "WALKING" 13 "fBodyAccJerk-mean()-X" -0.290460801694737
"6780" "WALKING" 13 "fBodyAccJerk-mean()-Y" -0.0439195137368421
"6781" "WALKING" 13 "fBodyAccJerk-mean()-Z" -0.342263716894737
"6782" "WALKING" 13 "fBodyAccJerk-std()-X" -0.219716159766667
"6783" "WALKING" 13 "fBodyAccJerk-std()-Y" 0.0946741596910526
"6784" "WALKING" 13 "fBodyAccJerk-std()-Z" -0.898065877017544
"6785" "WALKING" 13 "fBodyGyro-mean()-X" -0.192856474047368
"6786" "WALKING" 13 "fBodyGyro-mean()-Y" -0.256213554508772
"6787" "WALKING" 13 "fBodyGyro-mean()-Z" -0.276607954736842
"6788" "WALKING" 13 "fBodyGyro-std()-X" -0.435714710526316
"6789" "WALKING" 13 "fBodyGyro-std()-Y" -0.318618506122807
"6790" "WALKING" 13 "fBodyGyro-std()-Z" -0.879936484912281
"6791" "WALKING" 13 "fBodyAccMag-mean()" -0.23460086645614
"6792" "WALKING" 13 "fBodyAccMag-std()" -0.679830032105263
"6793" "WALKING" 13 "fBodyBodyAccJerkMag-mean()" -0.15211150075614
"6794" "WALKING" 13 "fBodyBodyAccJerkMag-std()" 0.0526439079824561
"6795" "WALKING" 13 "fBodyBodyGyroMag-mean()" -0.267472373877193
"6796" "WALKING" 13 "fBodyBodyGyroMag-std()" -0.591262687157895
"6797" "WALKING" 13 "fBodyBodyGyroJerkMag-mean()" -0.338527133789474
"6798" "WALKING" 13 "fBodyBodyGyroJerkMag-std()" 0.113777056904404
"6799" "WALKING" 14 "tBodyAcc-mean()-X" 0.271959598644068
"6800" "WALKING" 14 "tBodyAcc-mean()-Y" -0.0217785380966102
"6801" "WALKING" 14 "tBodyAcc-mean()-Z" -0.106756369135593
"6802" "WALKING" 14 "tBodyAcc-std()-X" -0.402639098135593
"6803" "WALKING" 14 "tBodyAcc-std()-Y" -0.0536126686650847
"6804" "WALKING" 14 "tBodyAcc-std()-Z" -0.180901369491525
"6805" "WALKING" 14 "tGravityAcc-mean()-X" 0.802973961525424
"6806" "WALKING" 14 "tGravityAcc-mean()-Y" -0.270314822881356
"6807" "WALKING" 14 "tGravityAcc-mean()-Z" -0.422495268474576
"6808" "WALKING" 14 "tGravityAcc-std()-X" -0.974816884237288
"6809" "WALKING" 14 "tGravityAcc-std()-Y" -0.954455935762712
"6810" "WALKING" 14 "tGravityAcc-std()-Z" -0.489370277491525
"6811" "WALKING" 14 "tBodyAccJerk-mean()-X" 0.0720877913452542
"6812" "WALKING" 14 "tBodyAccJerk-mean()-Y" 0.024116023559322
"6813" "WALKING" 14 "tBodyAccJerk-mean()-Z" 0.0199723036949153
"6814" "WALKING" 14 "tBodyAccJerk-std()-X" -0.454497019661017
"6815" "WALKING" 14 "tBodyAccJerk-std()-Y" -0.344339569152542
"6816" "WALKING" 14 "tBodyAccJerk-std()-Z" -0.197586519464085
"6817" "WALKING" 14 "tBodyGyro-mean()-X" -0.00347655062271186
"6818" "WALKING" 14 "tBodyGyro-mean()-Y" -0.0829682847966102
"6819" "WALKING" 14 "tBodyGyro-mean()-Z" 0.0513222717627119
"6820" "WALKING" 14 "tBodyGyro-std()-X" -0.60038822220339
"6821" "WALKING" 14 "tBodyGyro-std()-Y" -0.0148392604279661
"6822" "WALKING" 14 "tBodyGyro-std()-Z" 0.436440533728814
"6823" "WALKING" 14 "tBodyGyroJerk-mean()-X" -0.110656054802153
"6824" "WALKING" 14 "tBodyGyroJerk-mean()-Y" -0.0438969529084746
"6825" "WALKING" 14 "tBodyGyroJerk-mean()-Z" -0.0388825919508475
"6826" "WALKING" 14 "tBodyGyroJerk-std()-X" -0.571759911525424
"6827" "WALKING" 14 "tBodyGyroJerk-std()-Y" -0.536737701694915
"6828" "WALKING" 14 "tBodyGyroJerk-std()-Z" 0.187690336694915
"6829" "WALKING" 14 "tBodyAccMag-mean()" -0.144404671779661
"6830" "WALKING" 14 "tBodyAccMag-std()" -0.0934798823508475
"6831" "WALKING" 14 "tGravityAccMag-mean()" -0.144404671779661
"6832" "WALKING" 14 "tGravityAccMag-std()" -0.0934798823508475
"6833" "WALKING" 14 "tBodyAccJerkMag-mean()" -0.377293155084746
"6834" "WALKING" 14 "tBodyAccJerkMag-std()" -0.172599974159322
"6835" "WALKING" 14 "tBodyGyroMag-mean()" -0.137208741864407
"6836" "WALKING" 14 "tBodyGyroMag-std()" -0.0797970680084746
"6837" "WALKING" 14 "tBodyGyroJerkMag-mean()" -0.519895046779661
"6838" "WALKING" 14 "tBodyGyroJerkMag-std()" -0.0492831760755932
"6839" "WALKING" 14 "fBodyAcc-mean()-X" -0.421498172542373
"6840" "WALKING" 14 "fBodyAcc-mean()-Y" -0.174601844847458
"6841" "WALKING" 14 "fBodyAcc-mean()-Z" -0.177366434042373
"6842" "WALKING" 14 "fBodyAcc-std()-X" -0.395859985762712
"6843" "WALKING" 14 "fBodyAcc-std()-Y" -0.0542709972186441
"6844" "WALKING" 14 "fBodyAcc-std()-Z" -0.918912421525424
"6845" "WALKING" 14 "fBodyAccJerk-mean()-X" -0.472360616779661
"6846" "WALKING" 14 "fBodyAccJerk-mean()-Y" -0.376766600508475
"6847" "WALKING" 14 "fBodyAccJerk-mean()-Z" -0.415899179152542
"6848" "WALKING" 14 "fBodyAccJerk-std()-X" -0.484797709830508
"6849" "WALKING" 14 "fBodyAccJerk-std()-Y" -0.353526894237288
"6850" "WALKING" 14 "fBodyAccJerk-std()-Z" -0.916240169322034
"6851" "WALKING" 14 "fBodyGyro-mean()-X" -0.508595851864407
"6852" "WALKING" 14 "fBodyGyro-mean()-Y" -0.215894949525424
"6853" "WALKING" 14 "fBodyGyro-mean()-Z" -0.212925759152542
"6854" "WALKING" 14 "fBodyGyro-std()-X" -0.630082075932203
"6855" "WALKING" 14 "fBodyGyro-std()-Y" 0.0832950551222034
"6856" "WALKING" 14 "fBodyGyro-std()-Z" -0.972338682033898
"6857" "WALKING" 14 "fBodyAccMag-mean()" -0.373516771016949
"6858" "WALKING" 14 "fBodyAccMag-std()" -0.639223622711864
"6859" "WALKING" 14 "fBodyBodyAccJerkMag-mean()" -0.431591453389831
"6860" "WALKING" 14 "fBodyBodyAccJerkMag-std()" -0.145038700798305
"6861" "WALKING" 14 "fBodyBodyGyroMag-mean()" -0.311386449661017
"6862" "WALKING" 14 "fBodyBodyGyroMag-std()" -0.521063133949152
"6863" "WALKING" 14 "fBodyBodyGyroJerkMag-mean()" -0.591036936101695
"6864" "WALKING" 14 "fBodyBodyGyroJerkMag-std()" 0.325065094745763
"6865" "WALKING" 15 "tBodyAcc-mean()-X" 0.273899207962963
"6866" "WALKING" 15 "tBodyAcc-mean()-Y" -0.0170809740090741
"6867" "WALKING" 15 "tBodyAcc-mean()-Z" -0.107621819518519
"6868" "WALKING" 15 "tBodyAcc-std()-X" -0.327961801111111
"6869" "WALKING" 15 "tBodyAcc-std()-Y" 0.138912923691296
"6870" "WALKING" 15 "tBodyAcc-std()-Z" 0.0736058444444444
"6871" "WALKING" 15 "tGravityAcc-mean()-X" 0.951524391481481
"6872" "WALKING" 15 "tGravityAcc-mean()-Y" -0.233918282592593
"6873" "WALKING" 15 "tGravityAcc-mean()-Z" 0.0757356734814815
"6874" "WALKING" 15 "tGravityAcc-std()-X" -0.978397287962963
"6875" "WALKING" 15 "tGravityAcc-std()-Y" -0.971056501481481
"6876" "WALKING" 15 "tGravityAcc-std()-Z" -0.0216657263148148
"6877" "WALKING" 15 "tBodyAccJerk-mean()-X" 0.0897770721666667
"6878" "WALKING" 15 "tBodyAccJerk-mean()-Y" 0.00890588563518519
"6879" "WALKING" 15 "tBodyAccJerk-mean()-Z" 0.000658706162574074
"6880" "WALKING" 15 "tBodyAccJerk-std()-X" -0.373217585
"6881" "WALKING" 15 "tBodyAccJerk-std()-Y" -0.0319265467387037
"6882" "WALKING" 15 "tBodyAccJerk-std()-Z" 0.0561447573462963
"6883" "WALKING" 15 "tBodyGyro-mean()-X" -0.0554883847662963
"6884" "WALKING" 15 "tBodyGyro-mean()-Y" -0.06124278833
"6885" "WALKING" 15 "tBodyGyro-mean()-Z" 0.0842484921022222
"6886" "WALKING" 15 "tBodyGyro-std()-X" -0.329624620185185
"6887" "WALKING" 15 "tBodyGyro-std()-Y" -0.420865007777778
"6888" "WALKING" 15 "tBodyGyro-std()-Z" 0.15175357944037
"6889" "WALKING" 15 "tBodyGyroJerk-mean()-X" -0.0776692754648148
"6890" "WALKING" 15 "tBodyGyroJerk-mean()-Y" -0.0552536572125926
"6891" "WALKING" 15 "tBodyGyroJerk-mean()-Z" -0.0510976492333333
"6892" "WALKING" 15 "tBodyGyroJerk-std()-X" -0.283767987222222
"6893" "WALKING" 15 "tBodyGyroJerk-std()-Y" -0.702402935925926
"6894" "WALKING" 15 "tBodyGyroJerk-std()-Z" -0.00220493297592592
"6895" "WALKING" 15 "tBodyAccMag-mean()" -0.186514650759259
"6896" "WALKING" 15 "tBodyAccMag-std()" -0.00904811165518519
"6897" "WALKING" 15 "tGravityAccMag-mean()" -0.186514650759259
"6898" "WALKING" 15 "tGravityAccMag-std()" -0.00904811165518519
"6899" "WALKING" 15 "tBodyAccJerkMag-mean()" -0.320129322962963
"6900" "WALKING" 15 "tBodyAccJerkMag-std()" 0.1283642829
"6901" "WALKING" 15 "tBodyGyroMag-mean()" -0.243711124444444
"6902" "WALKING" 15 "tBodyGyroMag-std()" -0.0534220863612778
"6903" "WALKING" 15 "tBodyGyroJerkMag-mean()" -0.543979500555556
"6904" "WALKING" 15 "tBodyGyroJerkMag-std()" -0.373582685425926
"6905" "WALKING" 15 "fBodyAcc-mean()-X" -0.31744092037037
"6906" "WALKING" 15 "fBodyAcc-mean()-Y" 0.111321097159074
"6907" "WALKING" 15 "fBodyAcc-mean()-Z" -0.554942138148148
"6908" "WALKING" 15 "fBodyAcc-std()-X" -0.332520626851852
"6909" "WALKING" 15 "fBodyAcc-std()-Y" 0.0805646237194445
"6910" "WALKING" 15 "fBodyAcc-std()-Z" -0.969421421851852
"6911" "WALKING" 15 "fBodyAccJerk-mean()-X" -0.39082198537037
"6912" "WALKING" 15 "fBodyAccJerk-mean()-Y" -0.0669378062222222
"6913" "WALKING" 15 "fBodyAccJerk-mean()-Z" -0.648905254074074
"6914" "WALKING" 15 "fBodyAccJerk-std()-X" -0.411500068148148
"6915" "WALKING" 15 "fBodyAccJerk-std()-Y" -0.0606839140548148
"6916" "WALKING" 15 "fBodyAccJerk-std()-Z" -0.967050242592593
"6917" "WALKING" 15 "fBodyGyro-mean()-X" -0.253399360296296
"6918" "WALKING" 15 "fBodyGyro-mean()-Y" -0.535422096111111
"6919" "WALKING" 15 "fBodyGyro-mean()-Z" -0.461464065555556
"6920" "WALKING" 15 "fBodyGyro-std()-X" -0.357633378703704
"6921" "WALKING" 15 "fBodyGyro-std()-Y" -0.365361208555556
"6922" "WALKING" 15 "fBodyGyro-std()-Z" -0.967123632407407
"6923" "WALKING" 15 "fBodyAccMag-mean()" -0.275156242062037
"6924" "WALKING" 15 "fBodyAccMag-std()" -0.807969134259259
"6925" "WALKING" 15 "fBodyBodyAccJerkMag-mean()" -0.289753952407407
"6926" "WALKING" 15 "fBodyBodyAccJerkMag-std()" -0.644781682314815
"6927" "WALKING" 15 "fBodyBodyGyroMag-mean()" -0.489166383703704
"6928" "WALKING" 15 "fBodyBodyGyroMag-std()" -0.745480024074074
"6929" "WALKING" 15 "fBodyBodyGyroJerkMag-mean()" -0.645075178148148
"6930" "WALKING" 15 "fBodyBodyGyroJerkMag-std()" -0.0307724957055556
"6931" "WALKING" 16 "tBodyAcc-mean()-X" 0.276023564509804
"6932" "WALKING" 16 "tBodyAcc-mean()-Y" -0.0204286929452941
"6933" "WALKING" 16 "tBodyAcc-mean()-Z" -0.108804049803922
"6934" "WALKING" 16 "tBodyAcc-std()-X" -0.404692523921569
"6935" "WALKING" 16 "tBodyAcc-std()-Y" -0.314569762352941
"6936" "WALKING" 16 "tBodyAcc-std()-Z" 0.0358669439215686
"6937" "WALKING" 16 "tGravityAcc-mean()-X" 0.925981326078431
"6938" "WALKING" 16 "tGravityAcc-mean()-Y" -0.0668246472745098
"6939" "WALKING" 16 "tGravityAcc-mean()-Z" -0.217351194313725
"6940" "WALKING" 16 "tGravityAcc-std()-X" -0.982469595490196
"6941" "WALKING" 16 "tGravityAcc-std()-Y" -0.973784841960784
"6942" "WALKING" 16 "tGravityAcc-std()-Z" -0.0579062091176471
"6943" "WALKING" 16 "tBodyAccJerk-mean()-X" 0.0770223771764706
"6944" "WALKING" 16 "tBodyAccJerk-mean()-Y" 0.00968444678235294
"6945" "WALKING" 16 "tBodyAccJerk-mean()-Z" 0.00360803282352941
"6946" "WALKING" 16 "tBodyAccJerk-std()-X" -0.396223738431373
"6947" "WALKING" 16 "tBodyAccJerk-std()-Y" -0.425563858627451
"6948" "WALKING" 16 "tBodyAccJerk-std()-Z" 0.0105580647058823
"6949" "WALKING" 16 "tBodyGyro-mean()-X" -0.0151721912792157
"6950" "WALKING" 16 "tBodyGyro-mean()-Y" -0.0695955689607843
"6951" "WALKING" 16 "tBodyGyro-mean()-Z" 0.0818650735686274
"6952" "WALKING" 16 "tBodyGyro-std()-X" -0.654171847058823
"6953" "WALKING" 16 "tBodyGyro-std()-Y" -0.612593634117647
"6954" "WALKING" 16 "tBodyGyro-std()-Z" -0.0510257607843137
"6955" "WALKING" 16 "tBodyGyroJerk-mean()-X" -0.110917348282353
"6956" "WALKING" 16 "tBodyGyroJerk-mean()-Y" -0.0433876843176471
"6957" "WALKING" 16 "tBodyGyroJerk-mean()-Z" -0.0532986670705882
"6958" "WALKING" 16 "tBodyGyroJerk-std()-X" -0.675889722745098
"6959" "WALKING" 16 "tBodyGyroJerk-std()-Y" -0.712237752941177
"6960" "WALKING" 16 "tBodyGyroJerk-std()-Z" 0.0465538712490196
"6961" "WALKING" 16 "tBodyAccMag-mean()" -0.258766694117647
"6962" "WALKING" 16 "tBodyAccMag-std()" -0.122744073620392
"6963" "WALKING" 16 "tGravityAccMag-mean()" -0.258766694117647
"6964" "WALKING" 16 "tGravityAccMag-std()" -0.122744073620392
"6965" "WALKING" 16 "tBodyAccJerkMag-mean()" -0.363144483529412
"6966" "WALKING" 16 "tBodyAccJerkMag-std()" 0.0454189072960784
"6967" "WALKING" 16 "tBodyGyroMag-mean()" -0.485931932745098
"6968" "WALKING" 16 "tBodyGyroMag-std()" -0.128136439392157
"6969" "WALKING" 16 "tBodyGyroJerkMag-mean()" -0.671541834117647
"6970" "WALKING" 16 "tBodyGyroJerkMag-std()" -0.126430140745098
"6971" "WALKING" 16 "fBodyAcc-mean()-X" -0.394790433529412
"6972" "WALKING" 16 "fBodyAcc-mean()-Y" -0.321500667843137
"6973" "WALKING" 16 "fBodyAcc-mean()-Z" -0.244363048235294
"6974" "WALKING" 16 "fBodyAcc-std()-X" -0.409070488039216
"6975" "WALKING" 16 "fBodyAcc-std()-Y" -0.354370678627451
"6976" "WALKING" 16 "fBodyAcc-std()-Z" -0.927034764313725
"6977" "WALKING" 16 "fBodyAccJerk-mean()-X" -0.44140618254902
"6978" "WALKING" 16 "fBodyAccJerk-mean()-Y" -0.454270822156863
"6979" "WALKING" 16 "fBodyAccJerk-mean()-Z" -0.422332394117647
"6980" "WALKING" 16 "fBodyAccJerk-std()-X" -0.402884115098039
"6981" "WALKING" 16 "fBodyAccJerk-std()-Y" -0.433612657843137
"6982" "WALKING" 16 "fBodyAccJerk-std()-Z" -0.937902976862745
"6983" "WALKING" 16 "fBodyGyro-mean()-X" -0.59574648627451
"6984" "WALKING" 16 "fBodyGyro-mean()-Y" -0.619731930392157
"6985" "WALKING" 16 "fBodyGyro-mean()-Z" -0.432885310980392
"6986" "WALKING" 16 "fBodyGyro-std()-X" -0.673741136862745
"6987" "WALKING" 16 "fBodyGyro-std()-Y" -0.61194087745098
"6988" "WALKING" 16 "fBodyGyro-std()-Z" -0.984568761176471
"6989" "WALKING" 16 "fBodyAccMag-mean()" -0.410463241960784
"6990" "WALKING" 16 "fBodyAccMag-std()" -0.838408489803922
"6991" "WALKING" 16 "fBodyBodyAccJerkMag-mean()" -0.378278490588235
"6992" "WALKING" 16 "fBodyBodyAccJerkMag-std()" -0.59486786372549
"6993" "WALKING" 16 "fBodyBodyGyroMag-mean()" -0.669228540784314
"6994" "WALKING" 16 "fBodyBodyGyroMag-std()" -0.772715946862745
"6995" "WALKING" 16 "fBodyBodyGyroJerkMag-mean()" -0.72068229
"6996" "WALKING" 16 "fBodyBodyGyroJerkMag-std()" 0.174356318431373
"6997" "WALKING" 17 "tBodyAcc-mean()-X" 0.272341855245902
"6998" "WALKING" 17 "tBodyAcc-mean()-Y" -0.0184875403339344
"6999" "WALKING" 17 "tBodyAcc-mean()-Z" -0.109792122032787
"7000" "WALKING" 17 "tBodyAcc-std()-X" -0.31950017295082
"7001" "WALKING" 17 "tBodyAcc-std()-Y" -0.0175797885542623
"7002" "WALKING" 17 "tBodyAcc-std()-Z" 0.271033255213115
"7003" "WALKING" 17 "tGravityAcc-mean()-X" 0.92811236852459
"7004" "WALKING" 17 "tGravityAcc-mean()-Y" -0.179927382704918
"7005" "WALKING" 17 "tGravityAcc-mean()-Z" -0.190265949622951
"7006" "WALKING" 17 "tGravityAcc-std()-X" -0.980983351639344
"7007" "WALKING" 17 "tGravityAcc-std()-Y" -0.968613202622951
"7008" "WALKING" 17 "tGravityAcc-std()-Z" 0.0287191512573771
"7009" "WALKING" 17 "tBodyAccJerk-mean()-X" 0.0773188580032787
"7010" "WALKING" 17 "tBodyAccJerk-mean()-Y" 0.0130098548360656
"7011" "WALKING" 17 "tBodyAccJerk-mean()-Z" 0.0243753334442623
"7012" "WALKING" 17 "tBodyAccJerk-std()-X" -0.355492635409836
"7013" "WALKING" 17 "tBodyAccJerk-std()-Y" -0.0935385034
"7014" "WALKING" 17 "tBodyAccJerk-std()-Z" 0.0304379371934426
"7015" "WALKING" 17 "tBodyGyro-mean()-X" -0.00922265519180328
"7016" "WALKING" 17 "tBodyGyro-mean()-Y" -0.0839773343770492
"7017" "WALKING" 17 "tBodyGyro-mean()-Z" 0.0757132656704918
"7018" "WALKING" 17 "tBodyGyro-std()-X" -0.47981351295082
"7019" "WALKING" 17 "tBodyGyro-std()-Y" -0.454932903934426
"7020" "WALKING" 17 "tBodyGyro-std()-Z" 0.114591349836066
"7021" "WALKING" 17 "tBodyGyroJerk-mean()-X" -0.109959237927869
"7022" "WALKING" 17 "tBodyGyroJerk-mean()-Y" -0.0379251328622951
"7023" "WALKING" 17 "tBodyGyroJerk-mean()-Z" -0.0513807166754098
"7024" "WALKING" 17 "tBodyGyroJerk-std()-X" -0.431296148196721
"7025" "WALKING" 17 "tBodyGyroJerk-std()-Y" -0.560203489016393
"7026" "WALKING" 17 "tBodyGyroJerk-std()-Z" -0.158671703336066
"7027" "WALKING" 17 "tBodyAccMag-mean()" -0.151151487704918
"7028" "WALKING" 17 "tBodyAccMag-std()" -0.0368323994278689
"7029" "WALKING" 17 "tGravityAccMag-mean()" -0.151151487704918
"7030" "WALKING" 17 "tGravityAccMag-std()" -0.0368323994278689
"7031" "WALKING" 17 "tBodyAccJerkMag-mean()" -0.301093269180328
"7032" "WALKING" 17 "tBodyAccJerkMag-std()" 0.0307825180639344
"7033" "WALKING" 17 "tBodyGyroMag-mean()" -0.335009836885246
"7034" "WALKING" 17 "tBodyGyroMag-std()" -0.0468879787295082
"7035" "WALKING" 17 "tBodyGyroJerkMag-mean()" -0.517167440655738
"7036" "WALKING" 17 "tBodyGyroJerkMag-std()" -0.00318886504754098
"7037" "WALKING" 17 "fBodyAcc-mean()-X" -0.360991674918033
"7038" "WALKING" 17 "fBodyAcc-mean()-Y" -0.0650267622126229
"7039" "WALKING" 17 "fBodyAcc-mean()-Z" -0.382832802295082
"7040" "WALKING" 17 "fBodyAcc-std()-X" -0.304806274098361
"7041" "WALKING" 17 "fBodyAcc-std()-Y" -0.0556137930852459
"7042" "WALKING" 17 "fBodyAcc-std()-Z" -0.961011802622951
"7043" "WALKING" 17 "fBodyAccJerk-mean()-X" -0.423446094590164
"7044" "WALKING" 17 "fBodyAccJerk-mean()-Y" -0.194232721737705
"7045" "WALKING" 17 "fBodyAccJerk-mean()-Z" -0.523427055737705
"7046" "WALKING" 17 "fBodyAccJerk-std()-X" -0.343866129016393
"7047" "WALKING" 17 "fBodyAccJerk-std()-Y" -0.0470379377672131
"7048" "WALKING" 17 "fBodyAccJerk-std()-Z" -0.961582353770492
"7049" "WALKING" 17 "fBodyGyro-mean()-X" -0.40771670852459
"7050" "WALKING" 17 "fBodyGyro-mean()-Y" -0.490166286557377
"7051" "WALKING" 17 "fBodyGyro-mean()-Z" -0.398809217540984
"7052" "WALKING" 17 "fBodyGyro-std()-X" -0.504849290819672
"7053" "WALKING" 17 "fBodyGyro-std()-Y" -0.439238787704918
"7054" "WALKING" 17 "fBodyGyro-std()-Z" -0.965657490819672
"7055" "WALKING" 17 "fBodyAccMag-mean()" -0.429380043442623
"7056" "WALKING" 17 "fBodyAccMag-std()" -0.756299793278689
"7057" "WALKING" 17 "fBodyBodyAccJerkMag-mean()" -0.335938891803279
"7058" "WALKING" 17 "fBodyBodyAccJerkMag-std()" 0.096602355204918
"7059" "WALKING" 17 "fBodyBodyGyroMag-mean()" -0.518618058688525
"7060" "WALKING" 17 "fBodyBodyGyroMag-std()" -0.747645121967213
"7061" "WALKING" 17 "fBodyBodyGyroJerkMag-mean()" -0.582711859672131
"7062" "WALKING" 17 "fBodyBodyGyroJerkMag-std()" 0.155074008229508
"7063" "WALKING" 18 "tBodyAcc-mean()-X" 0.273887758571429
"7064" "WALKING" 18 "tBodyAcc-mean()-Y" -0.0178023631866071
"7065" "WALKING" 18 "tBodyAcc-mean()-Z" -0.104218315464286
"7066" "WALKING" 18 "tBodyAcc-std()-X" -0.37600552125
"7067" "WALKING" 18 "tBodyAcc-std()-Y" -0.227005874892857
"7068" "WALKING" 18 "tBodyAcc-std()-Z" 0.287613406785714
"7069" "WALKING" 18 "tGravityAcc-mean()-X" 0.92386524875
"7070" "WALKING" 18 "tGravityAcc-mean()-Y" -0.254317085892857
"7071" "WALKING" 18 "tGravityAcc-mean()-Z" -0.0609313415892857
"7072" "WALKING" 18 "tGravityAcc-std()-X" -0.983010882678571
"7073" "WALKING" 18 "tGravityAcc-std()-Y" -0.975311658928571
"7074" "WALKING" 18 "tGravityAcc-std()-Z" -0.0955170849821429
"7075" "WALKING" 18 "tBodyAccJerk-mean()-X" 0.0767524278392857
"7076" "WALKING" 18 "tBodyAccJerk-mean()-Y" 0.0282745481892857
"7077" "WALKING" 18 "tBodyAccJerk-mean()-Z" 0.010685091
"7078" "WALKING" 18 "tBodyAccJerk-std()-X" -0.368056913928571
"7079" "WALKING" 18 "tBodyAccJerk-std()-Y" -0.320158763392857
"7080" "WALKING" 18 "tBodyAccJerk-std()-Z" 0.103807919607143
"7081" "WALKING" 18 "tBodyGyro-mean()-X" -0.0399399716026786
"7082" "WALKING" 18 "tBodyGyro-mean()-Y" -0.0613727362975
"7083" "WALKING" 18 "tBodyGyro-mean()-Z" 0.0944718394625
"7084" "WALKING" 18 "tBodyGyro-std()-X" -0.7044397775
"7085" "WALKING" 18 "tBodyGyro-std()-Y" -0.496431539642857
"7086" "WALKING" 18 "tBodyGyro-std()-Z" 0.167294092660714
"7087" "WALKING" 18 "tBodyGyroJerk-mean()-X" -0.0966435295642857
"7088" "WALKING" 18 "tBodyGyroJerk-mean()-Y" -0.0433771125875
"7089" "WALKING" 18 "tBodyGyroJerk-mean()-Z" -0.0502631568175
"7090" "WALKING" 18 "tBodyGyroJerk-std()-X" -0.578133968392857
"7091" "WALKING" 18 "tBodyGyroJerk-std()-Y" -0.694925789464286
"7092" "WALKING" 18 "tBodyGyroJerk-std()-Z" 0.165249638428571
"7093" "WALKING" 18 "tBodyAccMag-mean()" -0.287908078035714
"7094" "WALKING" 18 "tBodyAccMag-std()" 0.0434363501785714
"7095" "WALKING" 18 "tGravityAccMag-mean()" -0.287908078035714
"7096" "WALKING" 18 "tGravityAccMag-std()" 0.0434363501785714
"7097" "WALKING" 18 "tBodyAccJerkMag-mean()" -0.379269262142857
"7098" "WALKING" 18 "tBodyAccJerkMag-std()" 0.115628821846429
"7099" "WALKING" 18 "tBodyGyroMag-mean()" -0.500471147857143
"7100" "WALKING" 18 "tBodyGyroMag-std()" -0.0326847932107143
"7101" "WALKING" 18 "tBodyGyroJerkMag-mean()" -0.636485896964286
"7102" "WALKING" 18 "tBodyGyroJerkMag-std()" -0.254836191769643
"7103" "WALKING" 18 "fBodyAcc-mean()-X" -0.37147515625
"7104" "WALKING" 18 "fBodyAcc-mean()-Y" -0.24360627125
"7105" "WALKING" 18 "fBodyAcc-mean()-Z" -0.48977105125
"7106" "WALKING" 18 "fBodyAcc-std()-X" -0.378068199285714
"7107" "WALKING" 18 "fBodyAcc-std()-Y" -0.267273644642857
"7108" "WALKING" 18 "fBodyAcc-std()-Z" -0.950959585357143
"7109" "WALKING" 18 "fBodyAccJerk-mean()-X" -0.414797154464286
"7110" "WALKING" 18 "fBodyAccJerk-mean()-Y" -0.361908549464286
"7111" "WALKING" 18 "fBodyAccJerk-mean()-Z" -0.601147246785714
"7112" "WALKING" 18 "fBodyAccJerk-std()-X" -0.375992795357143
"7113" "WALKING" 18 "fBodyAccJerk-std()-Y" -0.320264113035714
"7114" "WALKING" 18 "fBodyAccJerk-std()-Z" -0.95420217
"7115" "WALKING" 18 "fBodyGyro-mean()-X" -0.609673434464286
"7116" "WALKING" 18 "fBodyGyro-mean()-Y" -0.570898150714286
"7117" "WALKING" 18 "fBodyGyro-mean()-Z" -0.538152344821429
"7118" "WALKING" 18 "fBodyGyro-std()-X" -0.734901390178571
"7119" "WALKING" 18 "fBodyGyro-std()-Y" -0.460890661785714
"7120" "WALKING" 18 "fBodyGyro-std()-Z" -0.986178578035714
"7121" "WALKING" 18 "fBodyAccMag-mean()" -0.424386734107143
"7122" "WALKING" 18 "fBodyAccMag-std()" -0.699915087178571
"7123" "WALKING" 18 "fBodyBodyAccJerkMag-mean()" -0.41403775125
"7124" "WALKING" 18 "fBodyBodyAccJerkMag-std()" -0.462064340535714
"7125" "WALKING" 18 "fBodyBodyGyroMag-mean()" -0.620331394285714
"7126" "WALKING" 18 "fBodyBodyGyroMag-std()" -0.779858535714286
"7127" "WALKING" 18 "fBodyBodyGyroJerkMag-mean()" -0.710596311071429
"7128" "WALKING" 18 "fBodyBodyGyroJerkMag-std()" 0.0647930851785714
"7129" "WALKING" 19 "tBodyAcc-mean()-X" 0.273931172307692
"7130" "WALKING" 19 "tBodyAcc-mean()-Y" -0.0191773587903846
"7131" "WALKING" 19 "tBodyAcc-mean()-Z" -0.122736673192308
"7132" "WALKING" 19 "tBodyAcc-std()-X" -0.0489049407963462
"7133" "WALKING" 19 "tBodyAcc-std()-Y" 0.181801561185577
"7134" "WALKING" 19 "tBodyAcc-std()-Z" 0.102414310929231
"7135" "WALKING" 19 "tGravityAcc-mean()-X" 0.935222559230769
"7136" "WALKING" 19 "tGravityAcc-mean()-Y" -0.2233381
"7137" "WALKING" 19 "tGravityAcc-mean()-Z" -0.0898428797307692
"7138" "WALKING" 19 "tGravityAcc-std()-X" -0.9698614625
